unix,date,symbol,open,high,low,close,Volume LTC,Volume BTC
1627776000,2021-08-01 00:00:00,LTC/BTC,0.00348266,0.00357110,0.00346793,0.00352750,7157.36716021,25.247612657640776
1627689600,2021-07-31 00:00:00,LTC/BTC,0.00344768,0.00349217,0.00342640,0.00348143,4550.59749501,15.842586637052666
1627603200,2021-07-30 00:00:00,LTC/BTC,0.00354254,0.00358381,0.00344604,0.00344604,8594.02719250,29.6153614664427
1627516800,2021-07-29 00:00:00,LTC/BTC,0.00349366,0.00356293,0.00345674,0.00353362,23881.93618549,84.38968734377117
1627430400,2021-07-28 00:00:00,LTC/BTC,0.00341100,0.00354295,0.00336117,0.00350512,43724.10739514,153.25824331285312
1627344000,2021-07-27 00:00:00,LTC/BTC,0.00351425,0.00352508,0.00341103,0.00341103,22986.71831964,78.40838578984163
1627257600,2021-07-26 00:00:00,LTC/BTC,0.00360698,0.00364072,0.00343490,0.00351916,33153.88917014,116.67384061198987
1627171200,2021-07-25 00:00:00,LTC/BTC,0.00367620,0.00369901,0.00360516,0.00361000,1967.40163241,7.1023198930001
1627084800,2021-07-24 00:00:00,LTC/BTC,0.00370362,0.00377060,0.00365143,0.00367879,4583.44987566,16.86154956807925
1626998400,2021-07-23 00:00:00,LTC/BTC,0.00373693,0.00373693,0.00365180,0.00369930,5761.67721785,21.314172531992504
1626912000,2021-07-22 00:00:00,LTC/BTC,0.00365367,0.00375460,0.00362802,0.00372604,18592.92800167,69.27799345134248
1626825600,2021-07-21 00:00:00,LTC/BTC,0.00359823,0.00369113,0.00356397,0.00365444,62660.92973993,228.9906080787898
1626739200,2021-07-20 00:00:00,LTC/BTC,0.00366206,0.00371009,0.00352625,0.00360943,11624.94656965,41.959430896891796
1626652800,2021-07-19 00:00:00,LTC/BTC,0.00376374,0.00378187,0.00365661,0.00368108,6329.73896952,23.300275525920682
1626566400,2021-07-18 00:00:00,LTC/BTC,0.00381167,0.00384488,0.00373000,0.00375870,5655.59373045,21.257680154642415
1626480000,2021-07-17 00:00:00,LTC/BTC,0.00384240,0.00388617,0.00376057,0.00380323,3852.52426672,14.652035866917505
1626393600,2021-07-16 00:00:00,LTC/BTC,0.00394520,0.00399393,0.00384848,0.00384908,3258.43333809,12.541970592975456
1626307200,2021-07-15 00:00:00,LTC/BTC,0.00399353,0.00401707,0.00391150,0.00394622,3735.57320479,14.741393692206396
1626220800,2021-07-14 00:00:00,LTC/BTC,0.00401166,0.00402661,0.00390756,0.00398868,5258.49261400,20.974444319609518
1626134400,2021-07-13 00:00:00,LTC/BTC,0.00402240,0.00409696,0.00396386,0.00401848,38660.53765752,155.35659736599095
1626048000,2021-07-12 00:00:00,LTC/BTC,0.00392191,0.00417647,0.00391586,0.00402328,61655.77775846,248.05845754005693
1625961600,2021-07-11 00:00:00,LTC/BTC,0.00399817,0.00400962,0.00391016,0.00391500,39415.80283000,154.31286807945
1625875200,2021-07-10 00:00:00,LTC/BTC,0.00399599,0.00400163,0.00391073,0.00399753,29683.49676610,118.66066882738774
1625788800,2021-07-09 00:00:00,LTC/BTC,0.00401663,0.00402991,0.00390281,0.00397710,8576.26590039,34.10866711244107
1625702400,2021-07-08 00:00:00,LTC/BTC,0.00405952,0.00406421,0.00397506,0.00402549,29097.36013844,117.13113226368883
1625616000,2021-07-07 00:00:00,LTC/BTC,0.00406040,0.00410597,0.00402629,0.00405200,28591.09237150,115.851106289318
1625529600,2021-07-06 00:00:00,LTC/BTC,0.00410157,0.00412441,0.00401400,0.00405649,26961.78917386,109.37022816587137
1625443200,2021-07-05 00:00:00,LTC/BTC,0.00411564,0.00413694,0.00402563,0.00408480,24688.35452770,100.84699057474897
1625356800,2021-07-04 00:00:00,LTC/BTC,0.00404169,0.00431337,0.00398003,0.00410089,23429.55970535,96.08204710007276
1625270400,2021-07-03 00:00:00,LTC/BTC,0.00405286,0.00406979,0.00399937,0.00404169,20781.00322807,83.99037293685824
1625184000,2021-07-02 00:00:00,LTC/BTC,0.00409063,0.00411689,0.00398180,0.00404650,7607.15973176,30.782371854566836
1625097600,2021-07-01 00:00:00,LTC/BTC,0.00410902,0.00412971,0.00405129,0.00409596,25836.84390705,105.82667916952052
1625011200,2021-06-30 00:00:00,LTC/BTC,0.00400101,0.00413000,0.00399800,0.00411125,25272.11836334,103.89999662128159
1624924800,2021-06-29 00:00:00,LTC/BTC,0.00399476,0.00410254,0.00398650,0.00400860,32709.35089034,131.11870397901694
1624838400,2021-06-28 00:00:00,LTC/BTC,0.00382450,0.00401399,0.00378844,0.00398643,26282.64631427,104.77392974659536
1624752000,2021-06-27 00:00:00,LTC/BTC,0.00391647,0.00394160,0.00379111,0.00382874,20241.55352986,77.49964566191618
1624665600,2021-06-26 00:00:00,LTC/BTC,0.00395341,0.00400727,0.00387674,0.00393607,30013.95392493,118.13702362529922
1624579200,2021-06-25 00:00:00,LTC/BTC,0.00389000,0.00401658,0.00383512,0.00396449,7684.66297548,30.465769519660704
1624492800,2021-06-24 00:00:00,LTC/BTC,0.00384052,0.00402930,0.00380931,0.00387875,31089.07790682,120.58676093107806
1624406400,2021-06-23 00:00:00,LTC/BTC,0.00367130,0.00385772,0.00363431,0.00380830,34971.09153146,133.18040787925912
1624320000,2021-06-22 00:00:00,LTC/BTC,0.00393400,0.00400311,0.00362000,0.00366097,44131.66199793,161.5646906245618
1624233600,2021-06-21 00:00:00,LTC/BTC,0.00435342,0.00436153,0.00393811,0.00393811,39898.07389162,157.12300377332764
1624147200,2021-06-20 00:00:00,LTC/BTC,0.00429805,0.00437816,0.00428225,0.00434088,21464.45125638,93.17460716979483
1624060800,2021-06-19 00:00:00,LTC/BTC,0.00436892,0.00445336,0.00430000,0.00430000,29223.89436283,125.662745760169
1623974400,2021-06-18 00:00:00,LTC/BTC,0.00438539,0.00441179,0.00426646,0.00437500,6783.54841562,29.678024318337503
1623888000,2021-06-17 00:00:00,LTC/BTC,0.00434100,0.00441418,0.00431160,0.00438539,18018.42412544,79.01781697546333
1623801600,2021-06-16 00:00:00,LTC/BTC,0.00436278,0.00440815,0.00425791,0.00433861,18708.50000365,81.16888520083592
1623715200,2021-06-15 00:00:00,LTC/BTC,0.00444000,0.00447163,0.00428117,0.00435382,24790.62564732,107.93392175581478
1623628800,2021-06-14 00:00:00,LTC/BTC,0.00439294,0.00444228,0.00421901,0.00444228,25256.36579019,112.19584862244523
1623542400,2021-06-13 00:00:00,LTC/BTC,0.00456160,0.00456202,0.00435281,0.00438211,20656.90207878,90.52081716844262
1623456000,2021-06-12 00:00:00,LTC/BTC,0.00435000,0.00457842,0.00431629,0.00456608,9638.94390268,44.012188975149094
1623369600,2021-06-11 00:00:00,LTC/BTC,0.00458966,0.00469981,0.00433800,0.00437575,4526.18191603,19.805440519068274
1623283200,2021-06-10 00:00:00,LTC/BTC,0.00461001,0.00469018,0.00445500,0.00458142,28193.39473771,129.16578251923934
1623196800,2021-06-09 00:00:00,LTC/BTC,0.00481028,0.00481675,0.00454202,0.00459023,12508.67559343,57.41769796923019
1623110400,2021-06-08 00:00:00,LTC/BTC,0.00482781,0.00488651,0.00467600,0.00481098,31570.72421232,151.8861227709873
1623024000,2021-06-07 00:00:00,LTC/BTC,0.00492945,0.00498057,0.00479601,0.00482731,20978.44549071,101.26945970175929
1622937600,2021-06-06 00:00:00,LTC/BTC,0.00485651,0.00496824,0.00485513,0.00492373,7815.48193852,38.48132288514908
1622851200,2021-06-05 00:00:00,LTC/BTC,0.00484866,0.00490965,0.00479500,0.00486900,21644.02476534,105.38475658244046
1622764800,2021-06-04 00:00:00,LTC/BTC,0.00493500,0.00493665,0.00471312,0.00485084,20822.93833799,101.00874220745541
1622678400,2021-06-03 00:00:00,LTC/BTC,0.00497769,0.00500820,0.00488016,0.00493298,6345.36031505,31.30153552693535
1622592000,2021-06-02 00:00:00,LTC/BTC,0.00498727,0.00500487,0.00488480,0.00498702,3030.82152579,15.114767565545247
1622505600,2021-06-01 00:00:00,LTC/BTC,0.00503854,0.00510166,0.00491773,0.00498972,4934.42696450,24.62140891330494
1622419200,2021-05-31 00:00:00,LTC/BTC,0.00477403,0.00502113,0.00472537,0.00502005,8026.16105906,40.29172982453415
1622332800,2021-05-30 00:00:00,LTC/BTC,0.00473999,0.00496380,0.00464000,0.00478371,4597.52860277,21.99324355235688
1622246400,2021-05-29 00:00:00,LTC/BTC,0.00498646,0.00513716,0.00467046,0.00474474,7561.83400301,35.87893626744167
1622160000,2021-05-28 00:00:00,LTC/BTC,0.00501783,0.00510320,0.00468910,0.00493009,7558.53557523,37.26426065408567
1622073600,2021-05-27 00:00:00,LTC/BTC,0.00506998,0.00518133,0.00483477,0.00503149,11202.82502761,56.36690209816944
1621987200,2021-05-26 00:00:00,LTC/BTC,0.00479450,0.00507560,0.00475560,0.00506999,11063.04295908,56.08951717210601
1621900800,2021-05-25 00:00:00,LTC/BTC,0.00477000,0.00490005,0.00455000,0.00475662,14729.41500662,70.06223000878882
1621814400,2021-05-24 00:00:00,LTC/BTC,0.00411326,0.00477000,0.00402799,0.00476448,16762.79173408,79.86598596118948
1621728000,2021-05-23 00:00:00,LTC/BTC,0.00452718,0.00461430,0.00379313,0.00413790,21569.92956765,89.25421155797893
1621641600,2021-05-22 00:00:00,LTC/BTC,0.00483000,0.00486473,0.00451415,0.00451415,13806.77549791,62.32585561389042
1621555200,2021-05-21 00:00:00,LTC/BTC,0.00520050,0.00524328,0.00466666,0.00483000,36508.79461726,176.3374780013658
1621468800,2021-05-20 00:00:00,LTC/BTC,0.00506920,0.00534685,0.00474240,0.00519273,38021.71118103,197.43648030106988
1621382400,2021-05-19 00:00:00,LTC/BTC,0.00684322,0.00691286,0.00473083,0.00507722,82427.13441350,418.5006953869105
1621296000,2021-05-18 00:00:00,LTC/BTC,0.00645622,0.00720632,0.00645622,0.00686541,16752.14124903,115.01031805250304
1621209600,2021-05-17 00:00:00,LTC/BTC,0.00637113,0.00658840,0.00618004,0.00647800,18247.67176982,118.20841772489398
1621123200,2021-05-16 00:00:00,LTC/BTC,0.00643222,0.00655787,0.00631170,0.00638631,14391.70390511,91.90988256624304
1621036800,2021-05-15 00:00:00,LTC/BTC,0.00654000,0.00662362,0.00629716,0.00641300,10324.05910535,66.20819104260954
1620950400,2021-05-14 00:00:00,LTC/BTC,0.00639239,0.00661350,0.00626365,0.00654409,11035.84627356,72.21957124034127
1620864000,2021-05-13 00:00:00,LTC/BTC,0.00626871,0.00657997,0.00608690,0.00639462,28157.80162064,180.05844139937696
1620777600,2021-05-12 00:00:00,LTC/BTC,0.00666000,0.00682000,0.00610410,0.00624761,17745.10082939,110.86446939270526
1620691200,2021-05-11 00:00:00,LTC/BTC,0.00642868,0.00669723,0.00631175,0.00666030,15426.65461845,102.74614775526254
1620604800,2021-05-10 00:00:00,LTC/BTC,0.00665098,0.00699350,0.00621731,0.00643946,35483.45596367,228.4942953398144
1620518400,2021-05-09 00:00:00,LTC/BTC,0.00589656,0.00667447,0.00576708,0.00666553,22238.51735807,148.23150460573632
1620432000,2021-05-08 00:00:00,LTC/BTC,0.00602002,0.00616667,0.00570900,0.00589824,14681.66186698,86.5959652902961
1620345600,2021-05-07 00:00:00,LTC/BTC,0.00628148,0.00664821,0.00586176,0.00604692,20772.68244408,125.61074892475624
1620259200,2021-05-06 00:00:00,LTC/BTC,0.00619647,0.00635553,0.00573348,0.00627575,31580.87705164,198.19368915682972
1620172800,2021-05-05 00:00:00,LTC/BTC,0.00573346,0.00630000,0.00568031,0.00619591,34193.14461303,211.85764663931872
1620086400,2021-05-04 00:00:00,LTC/BTC,0.00515885,0.00586405,0.00494735,0.00573921,27686.97313262,158.90135307246405
1620000000,2021-05-03 00:00:00,LTC/BTC,0.00475200,0.00519017,0.00470000,0.00514897,13633.96726238,70.20088841497675
1619913600,2021-05-02 00:00:00,LTC/BTC,0.00479000,0.00479595,0.00471859,0.00475276,4174.30304771,19.83946055303418
1619827200,2021-05-01 00:00:00,LTC/BTC,0.00470298,0.00482288,0.00463344,0.00478159,4845.77550452,23.170511694657787
1619740800,2021-04-30 00:00:00,LTC/BTC,0.00476905,0.00490786,0.00466194,0.00470291,11550.82148624,54.322473875852964
1619654400,2021-04-29 00:00:00,LTC/BTC,0.00470649,0.00482616,0.00465801,0.00476587,6634.16807911,31.617582623187975
1619568000,2021-04-28 00:00:00,LTC/BTC,0.00473584,0.00479400,0.00460401,0.00472062,6888.97058016,32.5202123001149
1619481600,2021-04-27 00:00:00,LTC/BTC,0.00457999,0.00477384,0.00455377,0.00472351,9055.04061383,42.771574889832145
1619395200,2021-04-26 00:00:00,LTC/BTC,0.00455340,0.00462010,0.00450000,0.00457733,8929.32503036,40.87246734121774
1619308800,2021-04-25 00:00:00,LTC/BTC,0.00450000,0.00467947,0.00446688,0.00456692,9557.37011130,43.647744708698205
1619222400,2021-04-24 00:00:00,LTC/BTC,0.00469876,0.00471791,0.00447711,0.00449610,11587.78895722,52.099857930556844
1619136000,2021-04-23 00:00:00,LTC/BTC,0.00489814,0.00493682,0.00425581,0.00471885,24784.29220933,116.95335729199688
1619049600,2021-04-22 00:00:00,LTC/BTC,0.00480628,0.00527404,0.00472892,0.00489020,25868.09592042,126.50016267003788
1618963200,2021-04-21 00:00:00,LTC/BTC,0.00462660,0.00496219,0.00461348,0.00479473,16277.25781539,78.04505636518489
1618876800,2021-04-20 00:00:00,LTC/BTC,0.00469341,0.00482184,0.00437528,0.00464200,20285.55753530,94.1655580788626
1618790400,2021-04-19 00:00:00,LTC/BTC,0.00487620,0.00493965,0.00458649,0.00469003,13882.42053505,65.10896878200056
1618704000,2021-04-18 00:00:00,LTC/BTC,0.00502659,0.00506273,0.00446000,0.00486026,27730.33980991,134.7766613645132
1618617600,2021-04-17 00:00:00,LTC/BTC,0.00503389,0.00538200,0.00494737,0.00502651,17868.51671851,89.8162779707577
1618531200,2021-04-16 00:00:00,LTC/BTC,0.00452786,0.00513453,0.00440874,0.00502686,39097.75132331,196.53892221709413
1618444800,2021-04-15 00:00:00,LTC/BTC,0.00443620,0.00458913,0.00428651,0.00452506,10255.28669376,46.40578760646562
1618358400,2021-04-14 00:00:00,LTC/BTC,0.00421220,0.00447700,0.00407006,0.00446062,14251.07056016,63.5686103620609
1618272000,2021-04-13 00:00:00,LTC/BTC,0.00408763,0.00432324,0.00408763,0.00420171,13065.00426424,54.895359067099854
1618185600,2021-04-12 00:00:00,LTC/BTC,0.00420386,0.00427500,0.00402000,0.00408378,13370.08377322,54.60048071140037
1618099200,2021-04-11 00:00:00,LTC/BTC,0.00428435,0.00439600,0.00411765,0.00421007,17824.93074752,75.04420619221152
1618012800,2021-04-10 00:00:00,LTC/BTC,0.00380251,0.00429137,0.00375688,0.00429137,17640.61889246,75.70242269653606
1617926400,2021-04-09 00:00:00,LTC/BTC,0.00389106,0.00391746,0.00378187,0.00380000,9111.13648590,34.62231864642
1617840000,2021-04-08 00:00:00,LTC/BTC,0.00392444,0.00400127,0.00384897,0.00389999,8992.09672485,35.069087305947754
1617753600,2021-04-07 00:00:00,LTC/BTC,0.00408514,0.00420000,0.00377818,0.00391469,22732.42967657,88.9904151305718
1617667200,2021-04-06 00:00:00,LTC/BTC,0.00374748,0.00420100,0.00369706,0.00408515,34205.02427050,139.73265489863306
1617580800,2021-04-05 00:00:00,LTC/BTC,0.00348001,0.00382381,0.00345826,0.00374311,20709.32284571,77.51727343700556
1617494400,2021-04-04 00:00:00,LTC/BTC,0.00341095,0.00351500,0.00341000,0.00347852,6196.42142656,21.554375860717492
1617408000,2021-04-03 00:00:00,LTC/BTC,0.00358216,0.00366620,0.00342000,0.00342548,7857.82126488,26.91680958642114
1617321600,2021-04-02 00:00:00,LTC/BTC,0.00345953,0.00364890,0.00341095,0.00359219,15971.59664068,57.37300973668429
1617235200,2021-04-01 00:00:00,LTC/BTC,0.00334787,0.00346905,0.00331858,0.00344713,12512.79005858,43.133213994632875
1617148800,2021-03-31 00:00:00,LTC/BTC,0.00332988,0.00335944,0.00324373,0.00334744,8091.68949183,27.08644507253142
1617062400,2021-03-30 00:00:00,LTC/BTC,0.00336508,0.00339546,0.00329000,0.00333264,6858.89310768,22.858221526378674
1616976000,2021-03-29 00:00:00,LTC/BTC,0.00330132,0.00352029,0.00329397,0.00336134,8252.54252894,27.739601304227175
1616889600,2021-03-28 00:00:00,LTC/BTC,0.00329338,0.00332451,0.00327741,0.00329701,3181.02386324,10.487867487340912
1616803200,2021-03-27 00:00:00,LTC/BTC,0.00332320,0.00333306,0.00326650,0.00329781,4256.12562262,14.035893639532462
1616716800,2021-03-26 00:00:00,LTC/BTC,0.00334468,0.00341755,0.00330000,0.00334298,6905.45536469,23.08479917505138
1616630400,2021-03-25 00:00:00,LTC/BTC,0.00336932,0.00338466,0.00330800,0.00333945,15804.49181358,52.77831018685973
1616544000,2021-03-24 00:00:00,LTC/BTC,0.00341914,0.00354954,0.00329852,0.00336933,9441.02463383,31.809927529502435
1616457600,2021-03-23 00:00:00,LTC/BTC,0.00343227,0.00348000,0.00334135,0.00341700,7977.45476259,27.25896292377003
1616371200,2021-03-22 00:00:00,LTC/BTC,0.00340415,0.00347077,0.00336729,0.00343448,10843.63441926,37.24224554026009
1616284800,2021-03-21 00:00:00,LTC/BTC,0.00342984,0.00347099,0.00340204,0.00340887,9818.35440992,33.46949379734399
1616198400,2021-03-20 00:00:00,LTC/BTC,0.00344498,0.00348662,0.00342745,0.00344231,4430.45653790,15.251004844978548
1616112000,2021-03-19 00:00:00,LTC/BTC,0.00346437,0.00350093,0.00340745,0.00344733,6000.37403677,20.685269428178326
1616025600,2021-03-18 00:00:00,LTC/BTC,0.00348431,0.00352206,0.00343115,0.00346705,7584.98166646,26.297510686700146
